@relation review

@attribute sentence string
@attribute aspect {character,plot,neither}

@data
'UCC UA U UCC U U UF UA U UCC UF UCC UAF UU U UCC UF U U UCC U U U UCC U U U UFU UCC U U U UA UA U UE UCC U UCC U U UA U U U U UCC U U UCC UCC U U UA U U U U UA UCC UA U U U U UCC U U UCC U U UA UF U U U U UD U U U UE U U U U U U UCC U U U U U UAU U UCC UCC UA U U U U U UF U U U U UF U UF U U U U UA U U U U U UF U UA U U UA U U U U UCC U UD U U U U U U UCC U U U UCC U U UFU U UCC U U U U U U U UC UCC UA U UE U UCC UA UA U U UAF U U UCC U UA U U UA U U UE U UCC UA U U U U U UCC U U UA UA U U UA U U U U UA U U U UCC U U UCC UF U UF U U U U U U U UA UE U U U UCC UA U U UF U U U U U UD U U U U U U U UA U UF UCC U UF U U U U U U U U U U UF U UA U U U U U U U UCC U UCC U U UF UA U U U U UCC UA U U U U U UA U UF UCC U U U U U U U U U U UCC UA U UFU U UE U U U UCC UA U U U U U U U UC U UA U U UCC U U UF U UA UF UCC U U U U U U U U U U U U U U UA U U UA U U U U U U U UF UA U UCC U U UE U UF U U UA U U U U UA U UF U UCC U U U U U U U UCC U UCC U U UA UA U U U U U U U UCC UAF U UCC U U UCC U U U U UF UCCUD UA UCC U U UF U U UCC UA U U U U U U UCC U UA UC U U U U U U U U U U U U U U UCC U U U UD U U U U UA UCC UAF U UCC U U UA UCC U UCC U U UE U U U UCC U U U UC U UA U U U UCC UF U UFU U U U UB U U UF U U U UCC U UC U UF UC U U UA UCC UA U UE U UCC UA UA U U U U U U U U U UA U U UAF U U U UA UA U U UCC U U UA U U U UCC U U U U UCC U U U U U U U UCC U U U UCC U U UA UF U U U U U UCC U UF U U U U UF U U UA U U U U U U U U UCC U U UA U U U U U UCC U UF U UCC U UE U U U U UF U U U U U U U UA U U U UE UCC U UCC UE U U UCC U U U U U U U UCC UA U UFU UCC U UA U U U U UCC U UC UCC U UCC UA U U U U UCC U U U U UC U U U UCC UF U UFU UCC U UCC U UF U U U U U U U U UCC UC UA U UA UA U U U UA U UCC U U U UCCU UA U U UE U UA UA U U U U U U U U U UCC U U UF U U U UCC U U U UCC U UF U U UC U U UA U U U U UA UC U U U UF U UA U U U UF U U U U U UA U U U U UCC U UC UCC U U UA U UCC U U UCC UA U UF UF U UD U U UCC UA U U U U UF UA U U U UCC UF UA U U UCC UD UCC U U U UCC U UCC U U U UA U U U U UC U UF UF U U UA ',neither
'UF U U UCC U U U UF U UF U U U U UA U U UA U U UA U U UFU U UCC U U UF UCC U U U U U U U U U UF U UAF UCC U U UF U UC U UA U U UAU U UCC U U U U U U UCC UF UCC U U U U U U U U U UAF U UCC UE UA U UC U UA U U UAU U U U UCC U U U UCC U U U UE U UCC U UF U UC U UA U U UAU UCC UF U U U U UA U U UA U U UC U UF U UCC UCC U U UF U UF U U UCC UA U U UC U UCC U UA U U UA U U UC U U U UCC UE U U UF U UFUE UCC U UCC U U UA U U U UFU UCC UA U U U U U U U U U UCC U U U UCC UF UCC UAF U UC UD UCC U U U U UA U UCC U UC U UF U U UA U UFUD UCC U U U U UA UF U U UCC U UC U UF U U U U U UCC U U U U U U UCC U UCC U UCC U U U UCC UA U U UF U U UCC U U U U U UCC U UA UF U U U U UA U U U UE U U UCC U UAF U U UA UUD UCC U U U U UA U U U U UF U U U UCC UA U UCC U UF UCC UF U U U UF U U UCC UF U U UA UE U UF U UE UA U U UF U U U UFU UB U U UC U UD U U UCC U U U U U U UA U U U U UA U U U U UA U UC U U UA U U UCC U U U UCC U U U UF U U UA U U U U UA U U U U UCC UE U UF U U UE UCC U UCC U U U U U UF UA U U UF U U U U U U U U U U U UC U U U U UC U UF U UAF U U U U U U UCC U UD U UA U U UA U U U U U UA U UF U U U UF U U U U U U UA U U UF U U U U UF ',neither
'U UCC U UF UCC UAF U UCC UA U U U UF U U U U UCC UA UA U U U U U U U U U UE U U U U UC U U UA U U U U UA U U U U U UCC U UE U UCC UA U U U UA U UAF U U UAF U U UCC UCC U U U U UCC U U UCC U U U UA U U U U UAU UCC U UA U U UCC U U UA UA U U U UA UF UCC UA U UCC U U U UCC U U UF U U U U U U U UA UCC U U UCC UE U U U U UF U U U UCC U UCC U U U U U U U U UA UF U U UCC UF U U UA U U U U UE U UF U U U U UD U UA U UF U U UF U UCC UA U U UF U U U U U U U UF U UF U U U U UCC U UE U UCC UA U U UF U UCC UA U U U U UCC UA UE U U UF U U U UA U U UCC UF U U UA U U UA U U U UAF U U UAF U U UCC UCC U U U U U U U U UCC U UF UCC U U U UAF U U UC U U U UCC UF U U UFU U U UCC U UCC U UF U U UA U U UE U U U UA U U UCC U U U U U U U U U U UF U U U U U U U UA U U U UF U U UA U UAF U U UAF U U UCC UCC U U U UCC UCC UF U U U U U UCC UA UE U U UA U U U U U UCC U U UCC UE U U U U U U UA U UCC U UCC U U U U UF ',neither
'U U U U UCC U UC U UF U U U U U U U UCC U U U UCC UCC UF U U UA UA U U U UCC U U U U UA U UE U U U UF U UFU U UF U UC U UC UF U U UA UF U U UA U UCC UC U U U UCC UE UA U U UE U UCC UA U U U UF U U U U U UCC U U U U UA U UF U U UCC U UC U UF U U U UA U UCC UF UCC UF U U UF UC U U UAF U U UCC UF U U U UCC U UCC U U U U U U UAF U UF U U UA U UC U U U U U U U U UA U U U U UCC UF U U UA U U U U UAU U UC U U UCC U U U U U U UAF U UF U U U U U UC U UF UE UCC U UCC UF UAF UCC UA U U U U UF U UCC U U U UCC U U U UF U U U UF UU U UCC U U UCC U UCC U U UA UA U UF U U U UA UA U U UCC U U U UF U U UCC U UA UCC UU U UA U UCC U UCC UF U UA UCC U U U UE UA UAF UCC U U U U U U UAF U UF U U U UCC UA U U U U UA U U U UF UA U UCC U U UE U UA U UF UCC U U U UF U U U UE UCC U UCC UE U U UF U U U UF U U UD U U UE UA U U UE U U UCC U U U UCC UA UA U U U U UAUEUU U U UA U U UCC U UA UA U U U UCC UC U U U U U U UCC U UF U U U UF U UF U U U UCC U U U U U UCC U U U UFU U UA U UC U U U UA U UE UCC U U UCC U U UCC U U UA U U UCC UF U U U UF U UC U UF U U UCC UF UCC UAF U U UCC U UA U U U U UCC U U UF UC UE UCC U UCC U U UA U U U UCC U UA U UC U U U UA U U U U U U U UA U U ',neither
'I am very surprised by how addicted to this series IUve become',neither
'IUve been trying to watch each movie after I read the book but the anxiety caused by the differences in this one tell me I should probably stop doing that haIUve reached the point now where IUm starting to see drastic differences between the book and the movie unlike the first two ',neither
'I was really upset that the significance behind Moony Wormtail Padfoot and Prongs wasnUt explained',neither
'That was one of my favorite parts of the I am very surprised by how addicted to this series IUve become',neither
'IUve been trying to watch each movie after I read the book but the anxiety caused by the differences in this one tell me I should probably stop doing that haIUve reached the point now where IUm starting to see drastic differences between the book and the movie unlike the first two ',neither
'I was really upset that the significance behind Moony Wormtail Padfoot and Prongs wasnUt explained',neither
'That was one of my favorite parts of the book ',neither
'It barely even mentioned Sirius being the black dog and his relation to the Grim ',neither
'Actually most things werenUt explained ',neither
'HermioneUs class overload and her being in two places at once the Patronus ScabbersU missing toeCrookshanks was nearly nonexistent BuckbeakUs situation was glossed overUit was all very frustrating ',neither
'IUm glad now that I did read the book because I got so much more out of it ',neither
'There were SO many things going on behind the scenes that I didnUt even realizeUEverything makes so much more sense when youUve read the book ',neither
'So many little yet important details were skimmed over',neither
'I think the fact that they left out Prongs and the reason behind HarryUs Patronus being a stag upset me the most ',neither
'Like how long would it have taken just to say that was his fatherUs AnimagusI also really didnUt like how they showed Peter Pettigrew in the movie on the map wandering through Hogwarts because it wasnUt a surprise in the scene when Sirius finally appears ',plot
'Bad planning there',neither
'Two other scenes I didnUt think were portrayed very well were the Quidditch match with the dementors and the discussion about Sirius and his involvement with HarryUs parents seriously how awkward was thatAnyway back to the book ',neither
'The map',neither
'I loooved the MarauderUs Map ',neither
'I totally want one',neither
'I loved that it was created by the four best friends and the whole backstory behind itI also love that Sirius was portrayed as a bad guy but he really wasnUt ',character
'The whole book was building him up as this evil villain and the perception was broken when Harry finally met him ',neither
'I think Sirius is my favorite character of the series so farSide note Okay am I freaking tripping or was Dumbledores quote from the movie Happiness can be found even in the darkest of times if one only remembers to turn on the light NOT in the book',character
'I mean I love that quote to death and I swear I never remember reading it and surely I would have remembered thatFavorite quoteYou think the dead we have loved ever truly leave us',neither
'You think that we dont recall them more clearly than ever in times of great troubleThis review was originally posted on Novel Heartbeat ',plot
'To see a breakdown of my assessment please visit the full review here ',character
'SPOILERS psttt there may be errors in this I am not to blame ',neither
'Blame dey feelsThere are so many feels when it comes to this book ',neither
'It was my favorite book in the series and now I finally reread it and it broke my heart a million times overThe first time was when Remus was introduced as the new teacher and Snape was glaring at him ',neither
'I couldnt ',neither
'I just wanted to bawl my heart out because ',neither
'BECAUSE ',neither
'We all know what would happen ',neither
'I thought a lot of things while reading this book ',neither
'It just made me th SPOILERS psttt there may be errors in this I am not to blame ',neither
'Blame dey feelsThere are so many feels when it comes to this book ',neither
'It was my favorite book in the series and now I finally reread it and it broke my heart a million times overThe first time was when Remus was introduced as the new teacher and Snape was glaring at him ',neither
'I couldnt ',neither
'I just wanted to bawl my heart out because ',neither
'BECAUSE ',neither
'We all know what would happen ',neither
'I thought a lot of things while reading this book ',neither
'It just made me think about the whole series as a whole ',neither
'Like Snape and why he was the way he was ',neither
'About Remus ',neither
'About Sirius ',neither
'About everyone ',neither
'One of my other thoughts was how WRONG it was for Ron and Hermoine to end up together ',plot
'I amp probably n the minority with that one but I dont understand why they did ',neither
'Its so weird seeing them not really be bffs in the first couple of books and then become a couple ',neither
'I dont want to imagine how these two such adorable kids will grow up to well ',neither
'Yeah ',neither
'Which also brings me to Harry and Ginny ',neither
'I never ever ever liked the idea of those two ',neither
'It was too random for my tastes ',neither
'It seemed force ',neither
'They shouldnt have ended up together ',neither
'Hell while I was reading this book I was wondering if I would have liked the ending of the th book a little bit more had JK pulled a Luke Skywalker and left Harry single ',neither
'I love Sirius to bits and pieces he is my fav character but sometimes I wonder about him and James ',character
'I dont agree with the way they treated Snape ',neither
'They were bullies ',neither
'It hurts me to say that but they were ',plot
'Snape was an annoying pain the ass but he was also somewhat powerless compared to them ',neither
'They did some pretty awful things to him and it sometimes makes me wonder why I love Sirius so much ',character
'Lily isnt that much better in my eyes ',neither
'I actually realize that I may be too harsh in judging her but I cannot help how I feel ',neither
'She basically cut off all ties to her muggle life and embraced everything James offered ',character
'Her life seemed to revolve around him ',neither
'His best friends were hers and yeah ',neither
'It always pains me to imagine how Snape must have felt ',character
'She may have hated James initially but when Snape became a douche bag what did she do',neither
'First of all she knew him for almost all her life she should have known better and should have seen through his bullshit second ',plot
'she kind of did marry the guy who bullied her exbest friend ',neither
'That breaks some sort of code doesnt itI mean whenever Harry mentioned that wedding photo and the best man who was their best friend it kind of just broke my heart into little pieces because at that point Snape held no value in Lilys heart whereas for Snape well we all know how it was ',plot
'Despite how I feel about Harrys parents ',neither
'I love this book to bits ',neither
'Also I thought Id make a list of my favorite characters it might explain why rereading this series sucksSiriusSnapeRemusDumbledoreDobbyHagridFredGeorgeNevilleDraco ',character
'UEu ana kadar okuduUFum UFC UE kitap arasUnda aUE Uk ara en iyisiydi Sirius Black UEu ana kadar okuduUFum UFC UE kitap arasUnda aUE Uk ara en iyisiydi Sirius Black U ',neither
'Warning this review has spoilers for this book and the entire seriesHarry Potter and the Prisoner of Azkaban is the third book in the Harry Potter series and you can tell that the tone of the books are getting darker ',neither
'I felt this book was faster paced and better story than the first two book as when I first read it I did not expect that Sirius was innocent ',neither
'This Harry Potter book is unique as it is the only novel without Voldemort which shows that his followers can be just as dangerousHarryWarning this review has spoilers for this book and the entire seriesHarry Potter and the Prisoner of Azkaban is the third book in the Harry Potter series and you can tell that the tone of the books are getting darker ',neither
'I felt this book was faster paced and better story than the first two book as when I first read it I did not expect that Sirius was innocent ',neither
'This Harry Potter book is unique as it is the only novel without Voldemort which shows that his followers can be just as dangerousHarry feels trapped in this book as he is over protected for his safety and feels no one is telling him anything ',character
'I really like Lupin as I can relate to him he has a tragic affliction yet it never affected how he treated people and was a very good teacher ',character
'However while Sirius is an interesting character I donUt love him like so many others doWhile I love this book there are somethings that donUt make sense ',plot
'Firstly Bogarts in this book donUt show real fears as even when I was my fears are not things like spiders and mummyUs but more abstract like harm happening to my family ',plot
'Another thing is how come Fred and George never noticed that an unknown man was in either Percy or RonUs room on the maraudersU map',plot
'Also if Hogsmead is the only muggle free place then how come most wizards have no understanding of the muggle world',plot
'Finally it is obvious the Rowling had not planned the Deathly Hallows as here is this all powerful invisibility cloak which is meant to hide a person from everything but apparently can be seen on a map made by teenage boysI love Harry Potter and the Prisoner of Azkaban and the entire series and I would recommend it to everyone ',character
'This and my other reviews can be found at Amethyst Bookwyrm ',neither
'VUEDDeo ReseUFA httpswwwyoutubecomwatchvCIDMis preciosos libros de Harry Potter es increUEDBle lo maravillosos que son ',neither
'Aunque los corazones amargados como los de Lena no aprecien esta belleza ahahaha no importa cual sea los amo a todos por igual ',neither
'Suspiro ',neither
'The first of her series where Rowling really catches her stride ',character
'Though her plotting is always a forced joining of unnecessary moments smoothed over Lucasstyle by action and magic in this occasion the emotional and character exploration of such moments helps to lend them a certain importance ',character
'There is an irony here that Rowling seems to profit from the reader leaning on Chekhovian Realism in a story where the psychology and meaning are so contrived and poorlyexecuted that it cannot beThe first of her series where Rowling really catches her stride ',character
'Though her plotting is always a forced joining of unnecessary moments smoothed over Lucasstyle by action and magic in this occasion the emotional and character exploration of such moments helps to lend them a certain importance ',character
'There is an irony here that Rowling seems to profit from the reader leaning on Chekhovian Realism in a story where the psychology and meaning are so contrived and poorlyexecuted that it cannot be considered with that genreAs ever Rowlings adoption of characters themes and tropes from other British authors prove to be her best and most powerful elements ',plot
'From Mr Darcy to Gandalf to Gaiman she runs the gamut arms outstretched and grasping gleefullyOf course for those who argue there are only XX stories scientifically defined as somewhere between and Rowlings gentle lending is not much of a literary crime ',neither
'Quite the opposite she is not an author who could create from whole cloth her strength lies in combination of elements and in romantic adventureAnd though her disparate story elements are as hastily built as old Winchester Manor and as unkind to see from afar traveling interiorilythough sometimes needlessly confusingprovides a view of many wellconstructed and beautiful rooms a lovely little tour ',character
'At the risk of insulting someone who misses my intent the greatest gift to her merry throngs may be that they cannot step back and look upon the whole picture ',neither
'A house of cards is a pretty feat after allMy Fantasy Book Suggestions ',neither
'In case you didnt know Im trying to reread all the Harry Potter books this year ',neither
'And I have now reread book U UyayObviously I love this book ',neither
'But I do have to stand by my original review in which I said it was a bit slow starting out ',neither
'Especially the second time around I found it a little frustrating there are a lot of big secrets and it takes a long time to get to the reveals ',character
'And once we get some answers its quite a lot of information to take in at once and I feel like this kindaIn case you didnt know Im trying to reread all the Harry Potter books this year ',neither
'And I have now reread book U UyayObviously I love this book ',neither
'But I do have to stand by my original review in which I said it was a bit slow starting out ',neither
'Especially the second time around I found it a little frustrating there are a lot of big secrets and it takes a long time to get to the reveals ',character
'And once we get some answers its quite a lot of information to take in at once and I feel like this kinda happens at the end of every HP book but ehh its fine ',neither
'Im being nitpicky though ',neither
'And I feel like the ending makes up for some of the slowness at the beginning ',plot
'The last pages or so are really intense and I feel like they start to set a darker tone for the rest of the series ',plot
'Plus in general I just love the characters and getting to spend some time at Hogwarts ',character
'Old review under the cutview spoilerOriginal review Best one yet',neither
'A little slow starting out but by the end it got very good ',neither
'Very intenseexcitingetc ',neither
'I still have some issues with the writing style mostly the excessive dialogue tags and adverbs argh and how at the end of every book its like IM THE BAD GUY AND IM GOING TO TAKE TWENTY PAGES TO PROVE HOW CLEVER MY EVIL PLOT IS ',neither
'but other than that very enjoyable ',plot
'Ill start the fourth one soon but Im intimidated by the size of the next four books ',neither
'stares at milehigh pile of remaining books But I will get through them ',plot
'I WILL ',neither
'hide spoilerOriginal review Best one yet',neither
'A little slow starting out but by the end it got very good ',neither
'Very intenseexcitingetc ',neither
'I still have some issues with the writing style mostly the excessive dialogue tags and adverbs argh and how at the end of every book its like IM THE BAD GUY AND IM GOING TO TAKE TWENTY PAGES TO PROVE HOW CLEVER MY EVIL PLOT IS ',neither
'but other than that very enjoyable ',plot
'Ill start the fourth one soon but Im intimidated by the size of the next four books ',neither
'stares at milehigh pile of remaining books But I will get through them ',plot
'I WILL ',neither
'hide spoiler ',neither
'Harry is a year old boy and is a young wizard ',neither
'When he was year old his parents got killed by the most powerful dark wizard Lord Voldemort ',neither
'But when Voldemort tried to kill Harry as well he failed and since than Harry is very famous ',neither
'He is a rd year student in Hogwarts the school for Witchcraft and Wizardy ',neither
'Harry wants to go to Hogsmeade with his friends ',neither
'But he can not because Uncle vernon obviously would not give him permission and Harry does not have any other relatives ',neither
'Even th Harry is a year old boy and is a young wizard ',neither
'When he was year old his parents got killed by the most powerful dark wizard Lord Voldemort ',neither
'But when Voldemort tried to kill Harry as well he failed and since than Harry is very famous ',neither
'He is a rd year student in Hogwarts the school for Witchcraft and Wizardy ',neither
'Harry wants to go to Hogsmeade with his friends ',neither
'But he can notU because Uncle vernon obviously would not give him permission and Harry does not have any other relatives ',neither
'Even the Ministery of Magic would not sign it for famous Harry Potter because there is another reason ',neither
'The reason is that the Minestery of Magic Mr Fudge thinks that Sirius Black a prizoner that killed people in a curse is after Harry ',neither
'Black worked under Voldemort and hates Harry for making Voldemort lose his powersSo Fudge wants to keep Harry safe in HogwartsAlso Harry wants revenge ',neither
'He hears that Black killed his parents Black was Harrys dads best friend and was a spy for Voldemort ',neither
'Black had betrayed Voldemort ',neither
'But it was not Black that had killed his parents ',neither
'It was Peter Pettigrew who had been living years as a rat and no normal rat Rons pet Scabbers ',neither
'He had powers to transform into a shape of an animal ',plot
'When Harry Hermoine Ron Professor Lupin and Black had tried to hand him over to the dementors he had escaped ',character
'So once more Black had been captured ',neither
'But Harry and Hermione rescued him by using the time warp charm ',character
'He escaped with Haqgrids bird ',neither
'And Harry had ended his rd year at Hogwarts ',neither
'Back to my Harry Potter reread',neither
'Woo ',neither
'This was always my favourite of the four books IUve read and I was actually a little reluctant to finish it and move on to the next ',character
'I enjoyed HarryUs relationships with Lupin and the brief glimpse of his relationship with Sirius and the way that their inclusion expands the world a little and gives us a hint of HarryUs parentsU lives and also of the dark frightened world before Voldemort was defeatedThe Dementors to me are more frightening than VoldemorBack to my Harry Potter reread',plot
'Woo ',neither
'This was always my favourite of the four books IUve read and I was actually a little reluctant to finish it and move on to the next ',character
'I enjoyed HarryUs relationships with Lupin and the brief glimpse of his relationship with Sirius and the way that their inclusion expands the world a little and gives us a hint of HarryUs parentsU lives and also of the dark frightened world before Voldemort was defeatedThe Dementors to me are more frightening than Voldemort ',plot
'At least as far as IUve read in the books he canUt take away your capacity for hope even if he plunges you into despair ',character
'The DementorsU the moment when Sirius cringes in front of them near the end is horrible ',neither
'TheyUre the first real signs of a darker touch to the wizarding world something that canUt just kill you but can steal your soul U Voldemort canUt do thatThe teenage drama of Ron and Hermione isU less fun ',character
'I gather it pretty much carries on as it is and that maybe itUs meant to foreshadow their relationship being different to the relationship with Harry and itUs not really an aspect IUm interested in ',plot
'Honestly IUm not particularly fond of the idea of any pairing up in these books U unless itUs Sirius and Lupin ',neither
'UhEnjoyed the reread though IUm not sure I enjoyed it to the same extent I used toOriginally posted here ',plot
'People love this book I know and I feel bad about giving it just two stars ',neither
'But look JK Rowling has a great imagination and is skilled at worldbuilding but those dont automatically add up to a good book ',plot
'Writing skills are necessary as is character development ',character
'And those are sorely lacking here ',neither
'I know from having seen all the HP movies and from having read The Deathly Hallows that some things are resolved such as Snapes hatred of Harry ',character
'But really whats the point of his hatred',neither
'HoPeople love this book I know and I feel bad about giving it just two stars ',neither
'But look JK Rowling has a great imagination and is skilled at worldbuilding but those dont automatically add up to a good book ',plot
'Writing skills are necessary as is character development ',character
'And those are sorely lacking here ',neither
'I know from having seen all the HP movies and from having read The Deathly Hallows that some things are resolved such as Snapes hatred of Harry ',character
'But really whats the point of his hatred',neither
'How is it important to the story other than to add an unexpected twist at the very end of the series',plot
'Whats the point of the Dursleys',neither
'Why are they so overthetop hideous to Harry',neither
'One expects to suspend disbelief when reading books about wizards and the magical world but this was just too much ',plot
'Nobody is purely evil or purely good and yet everyone that surrounds Harry and his friends is exactly that ',neither
'It gets tiresomeTheres plenty to like about this book ',neither
'I love the descriptions of Hogwarts of the people there and of the classes ',neither
'I can easily picture everything and I find myself wishing I could attend Hogwarts too ',neither
'But that doesnt change the fact that this story leaves soooo much to be desired ',neither
'Good for the people who like this series who can see things in it that I just cant see ',neither
'I really wish I could love it as they do ',neither
'But I just cant ',neither
'SERIE HARRY POTTER n ',neither
'Spiegatemi perchUE ho letto solo adesso questi libri',neither
'Bello bello belloLinizio UE come laltro Harry in vacanza dagli zii che non puUF fare nulla che viene sempre sgridatoperUF questanno i suoi amici riescono a fargli avere i regali per il suo compleanno ',neither
'E davvero commevente quando li riceve e li scartaLe vacanze stanno per finiree arriva la notizia di un pericoloso killer che UE riuscito a scappare dalla prigionee intanto Harry scappa anche lui dopo aver fattoSERIE HARRY POTTER n ',neither
'Spiegatemi perchUE ho letto solo adesso questi libri',neither
'Bello bello belloLinizio UE come laltro Harry in vacanza dagli zii che non puUF fare nulla che viene sempre sgridatoperUF questanno i suoi amici riescono a fargli avere i regali per il suo compleanno ',neither
'E davvero commevente quando li riceve e li scartaLe vacanze stanno per finiree arriva la notizia di un pericoloso killer che UE riuscito a scappare dalla prigionee intanto Harry scappa anche lui dopo aver fatto gonfiare come un pallone sua ziaFortunatamente non viene sospeso anzi viene messo sotto protezione perchUE in realtUE il killer scappato di prigione UE un mago potentissimo al servizio di Voldemort e il suo obiettivo UE uccidere HarryDa qui se ne vedono delle belle ',neither
'Pieno di colpi di scenavedi Crosta Coe di scene divertenti che smorzano un pUF latmosfera Hermione che schiaffeggia Malfoy la migliore Bello veramente ',character
'Il nostro piccolo Harry sta crescendo eExpecto Patronum',neither
'ma quanto mi sono galvanizzata quando cUE riuscito',neither
'e la spiegazione di Silente Insomma ormai il Castello di Hogwarts UE diventata casa mia ',neither
'First reread since ',neither
'what has it already been years',neither
'I definitely need that special thing that a certain character got ifyaknowwhatImeanThis gets stars just out of principle ',plot
'If this book is not the essence of fun and entertainment I dont know what is ',neither
'Its also unbelievable how much more mature and simply better the languagestorytelling in this third installation is compared to the previous two though this might as well be because Im getting used tointo it more the more I readFirst reread since ',neither
'what has it already been years',neither
'I definitely need that special thing that a certain character got ifyaknowwhatImeanThis gets stars just out of principle ',plot
'If this book is not the essence of fun and entertainment I dont know what is ',neither
'Its also unbelievable how much more mature and simply better the languagestorytelling in this third installation is compared to the previous two though this might as well be because Im getting used tointo it more the more I read this series it might also be as well thanks to the amazing Stephen FryThis story is magical simply and purely magicalPS Still not sure if I should be reading or listening to the books starting from book or ',neither
'Theyre just getting so long and I dont know if I could stomach the end of book while out and about listening to it while commuting also I feel that might do the book way too much of a disserviceAnywhoo ',neither
'Me gusta',neither
'Blogreview httphedisbookworldblogspotnlHarry Potter and the Prisoner of Azkaban was my least favorite book of the series ',neither
'But that didnt mean i didnt like it ',neither
'I was a good story and you got a lot more infomation and story progression than you ever get with the movie alone ',plot
'Harry was as usual kickass as for the other characters ',plot
'I also was very happy to meet Sirius Black',neither
